"name","state.x","White","Black","Hispanic","Asian","Women","World.Rank","Location","National.Rank","Quality.of.Education","Alumni.Employment","Quality.of.Faculty","Research.Performance","Score","Men","act-avg","sat-avg","acceptance-rate","percent-receiving-aid","cost-after-aid","state.y","isPublic","tuition","total","White2","Black2","Hispanic2","Asian2","rank","state_name","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent"
"Georgia Institute of Technology","Georgia",48.0072698948462,5.61685923233372,5.58224068544723,15.5047816867887,30.1570816564975,82,"USA",46,"193","156","91","93",82.6,69.8429183435025,30,1320,26,15,39518,"GA",TRUE,33014,74.7111514994158,64.257167680278,7.51810020272227,7.47176368375326,20.7529684332465,1,"Georgia",72700,133400,48,80
"University of Utah","Utah",68.2151356496906,1.27240996350944,8.62446454069491,5.04521656354117,44.5121370775821,83,"USA",47,"152","175","88","97",82.6,55.4878629224179,21,1050,76,11,35873,"UT",TRUE,26408,83.1572267174361,82.0315182966383,1.53012553897814,10.3712748502309,6.06708131415271,2,"Utah",54800,102600,57,22
"Carnegie Mellon University","Pennsylvania",29.7688090887424,3.1937713513943,4.56026058631922,16.4534837530786,37.9915786128545,84,"USA",48,"71","140","38","169",82.5,62.0084213871455,31,1380,22,40,33550,"PA",TRUE,53910,53.9763247795344,55.1516043567854,5.9169855755078,8.44863114512805,30.4827789225787,1,"Pennsylvania",75900,136100,45,66
"Texas A&M University","Texas",60.7670095065053,3.04824632555725,18.2602770838065,5.75094902825995,47.495214301937,87,"USA",49,"-","155","83","105",82.4,52.504785698063,24,1070,66,41,26376,"TX",TRUE,30208,87.826481944129,69.1898481657985,3.47075990985999,20.7913110938712,6.54808083047028,3,"Texas",60600,115700,53,30
"Emory University","Georgia",44.9251811226217,9.98036427652515,5.91780079897082,15.4445121538357,56.5305707901686,90,"USA",50,"430","202","182","57",82.2,43.4694292098314,30,1290,25,42,24264,"GA",TRUE,49392,76.2678583519534,58.9044744318182,13.0859375,7.75923295454546,20.2503551136364,2,"Georgia",62000,110800,44,20
"University of Texas MD Anderson Cancer Center","Texas",30.6930693069307,10.8910891089109,24.0924092409241,24.7524752475248,67.6567656765677,93,"USA",51,"-","-","59","100",82.1,32.3432343234323,NA,NA,NA,NA,NA,NA,NA,NA,90.4290429042904,33.9416058394161,12.043795620438,26.6423357664234,27.3722627737226,NA,NA,NA,NA,NA,NA
"Tufts University","Massachusetts",54.2128908040708,3.37398001283579,5.44604382506647,12.4048776015403,54.4696066746126,94,"USA",52,"44","62","127","207",82,45.5303933253874,31,1370,14,34,27034,"MA",TRUE,54318,75.4377922435133,71.8643655809431,4.4725328147788,7.2192513368984,16.4438502673797,7,"Massachusetts",65200,118100,49,25
"University of Rochester","New York",48.0560578661844,4.43942133815552,4.81916817359855,8.27305605786619,50.8679927667269,97,"USA",53,"65","70","198","136",81.9,49.1320072332731,29,1250,38,51,28476,"NY",TRUE,52020,65.5877034358047,73.2699200441136,6.76867934932451,7.34767025089606,12.6137303556658,16,"New-York",61100,112700,50,32
"University of Maryland","Maryland",49.5985110342994,11.1831959585217,7.74793937782505,13.2810422759904,46.7428875299123,99,"USA",54,"106","438","201","60",81.8,53.2571124700877,28,1210,48,20,36786,"MD",TRUE,33606,81.8106886466365,60.6259546946602,13.6696025220189,9.47057102928272,16.2338717540382,4,"Maryland",61300,113400,50,33
"Rice University","Texas",37.3659568041081,5.13517595529376,11.2671801842622,16.6440114786286,43.0297538136233,109,"USA",55,"102","81","70","190",81.4,56.9702461863767,32,1410,15,37,23996,"TX",TRUE,45608,70.4123244222927,53.0673530673531,7.2930072930073,16.001716001716,23.6379236379236,1,"Texas",71000,129500,50,45
"Case Western Reserve University","Ohio",49.9396527713304,5.22699842168787,4.12217992758333,14.3255036672547,49.9489369603565,114,"USA",56,"46","244","195","127",81.2,50.0510630396435,30,1280,35,48,35248,"OH",TRUE,47500,73.6143347878563,67.8395762391222,7.10051708916635,5.59969731365872,19.4602093580527,1,"Ohio",66600,117800,44,37
"Baylor College of Medicine","Texas",46.1489898989899,3.66161616161616,9.84848484848485,25.3156565656566,51.6414141414141,123,"USA",57,"175","-","101","125",80.9,48.3585858585859,NA,NA,NA,NA,NA,NA,NA,NA,84.9747474747475,54.3090638930163,4.30906389301634,11.5898959881129,29.7919762258544,NA,NA,NA,NA,NA,NA
"University of Notre Dame","Indiana",63.9707693570901,3.08728138599228,9.35216356022662,4.70481977173824,45.5456112981361,140,"USA",58,"147","33","-","277",80.3,54.4543887018639,32,1350,19,47,29653,"IN",TRUE,51505,81.1150340750472,78.8642575159429,3.80605324425549,11.529507035125,5.80018220467659,2,"Indiana",67000,130500,45,28
"University of Iowa","Iowa",67.1271271271271,2.84617951284618,5.77243910577244,3.52352352352352,51.5882549215883,142,"USA",59,"197","300","142","134",80.2,48.4117450784117,23,1020,84,34,32794,"IA",TRUE,28813,79.2692692692693,84.6824093951257,3.59052068863914,7.28206423369954,4.44500568253567,3,"Iowa",54100,99400,48,16
"Brandeis University","Massachusetts",44.457527333894,4.62573591253154,5.43313708999159,9.78973927670311,54.2977291841884,147,"USA",60,"21","227","27","520",80.1,45.7022708158116,29,1270,33,47,29288,"MA",TRUE,53582,64.3061396131203,69.1341878106199,7.19330368820298,8.44886215014387,15.2236463510332,14,"Massachusetts",60600,113200,48,29
"Icahn School of Medicine at Mount Sinai","New York",41.0614525139665,6.79702048417132,8.37988826815642,20.4841713221601,54.0037243947858,148,"USA",61,"-","-","210","107",80.1,45.9962756052142,NA,NA,NA,NA,NA,NA,NA,NA,76.7225325884544,53.5194174757282,8.85922330097087,10.9223300970874,26.6990291262136,NA,NA,NA,NA,NA,NA
"Indiana University Bloomington","Indiana",69.463116166839,3.86504653567735,4.42950706652878,4.32609445018959,50.2348328162702,152,"USA",63,"162","75","188","193",79.9,49.7651671837298,24,1060,79,16,37563,"IN",TRUE,34845,82.0837642192347,84.6246719160105,4.70866141732284,5.39632545931759,5.27034120734908,9,"Indiana",53600,97100,47,16
"Michigan State University","Michigan",66.1228809328887,6.38166170803299,3.74992512130349,4.42083824204788,51.4506499470857,153,"USA",64,"263","258","-","110",79.9,48.5493500529143,24,990,66,5,47279,"MI",TRUE,39405,80.6753060042731,81.9617355146895,7.91030369032003,4.64816969036953,5.47979110462094,5,"Michigan",55300,100800,46,20
"University of Massachusetts Amherst","Massachusetts",64.2709970316047,3.84145276759211,4.76689366160293,7.56416972236773,49.4080670508119,159,"USA",65,"322","241","102","188",79.7,50.5919329491881,25,1130,60,35,35445,"MA",TRUE,33662,80.4435131831675,79.8958107228131,4.77534187106577,5.92576514000434,9.40308226611678,20,"Massachusetts",57400,103000,46,24
"Arizona State University","Arizona",51.9773449920509,3.58306836248013,16.3732114467409,6.32949125596184,42.9531001589825,166,"USA",66,"-","756","200","130",79.5,57.0468998410175,22,1020,83,31,37446,"AZ",TRUE,27372,78.2631160572337,66.4135899649586,4.57823371083236,20.9207252044081,8.08745111980092,3,"Arizona",54500,100900,52,30
"Iowa State University","Iowa",72.1446202991143,2.58748366487585,4.21373602439379,2.72978074633367,43.9814142587484,173,"USA",67,"325","203","137","192",79.4,56.0185857412516,22,980,87,34,27241,"IA",TRUE,22256,81.6756207347176,88.3306666666667,3.168,5.15911111111111,3.34222222222222,1,"Iowa",56100,101300,48,31
"North Carolina State University","North Carolina",67.4041601694666,6.50798787843126,4.0954426432081,4.9398334755362,44.2613786813381,174,"USA",68,"369","404","140","172",79.3,55.7386213186619,27,1170,46,41,25623,"NC",TRUE,27406,82.9474241666422,81.2613059979428,7.84591919980137,4.93739580746994,5.95537899478594,4,"North-Carolina",57300,106500,52,47
"University of Missouri","Missouri",76.3867325335215,7.20677487649965,3.28863796753705,2.25264643613267,52.8355681016231,182,"USA",69,"447","206","63","267",79.1,47.1644318983769,23,1020,75,33,27962,"MO",TRUE,26506,89.1347918136909,85.6979984798581,8.08525462376488,3.68951102102863,2.52723587534837,3,"Missouri",52300,98600,49,17
"Stony Brook University","New York",39.4318689803714,5.92920713618076,9.17625066038119,18.8198480107287,48.8560165806478,193,"USA",70,"252","-","159","181",78.9,51.1439834193522,26,1150,41,13,34024,"NY",TRUE,26297,73.357174787662,53.7532546673315,8.08265470057061,12.5090022713423,25.6550883607556,24,"New-York",59200,107800,49,35
"University of Alabama at Birmingham","Alabama",63.322280457803,21.0878168788106,2.65269012728634,4.97914215424109,60.3700930580811,197,"USA",71,"-","986","-","146",78.8,39.6299069419189,21,965,89,NA,NA,"AL",TRUE,23790,92.041929618141,68.7972109238815,22.9110981987217,2.88204532248693,5.40964555490994,8,"Alabama",48600,87200,57,17
"University of Texas Health Science Center at Houston","Texas",42.1861281826163,8.01141352063213,15.2546093064091,15.188762071993,64.3985952589991,200,"USA",72,"-","-","96","246",78.7,35.6014047410009,NA,NA,NA,NA,NA,NA,NA,NA,80.6409130816506,52.3135547087643,9.93467610234077,18.9167120304845,18.8350571584105,6,"Texas",65400,109400,80,14
"University of Miami","Florida",40.6381192275399,7.01091519731318,21.1466954540002,5.71548518651793,51.1035144536404,201,"USA",73,"-","237","-","163",78.7,48.8964855463596,28,1210,38,33,34479,"FL",TRUE,48484,74.5112150653712,54.539600772698,9.40920798454604,28.3805537669028,7.67063747585319,6,"Florida",56200,99600,48,22
"University of California, Riverside","California",16.5131640152572,4.27946785747511,33.1193599404596,32.7658386826682,50.8698483579868,204,"USA",75,"250","-","167","195",78.6,49.1301516420132,21,940,66,15,41753,"CA",TRUE,41931,86.6778304958601,19.0511967371472,4.9372115487818,38.2097241601374,37.8018675539337,NA,NA,NA,NA,NA,NA
"Virginia Commonwealth University","Virginia",52.1686981327801,15.5536825726141,6.48988589211618,11.71875,57.9065093360996,206,"USA",76,"-","983","74","278",78.6,42.0934906639004,21,980,75,NA,NA,"VA",TRUE,32942,85.9310165975104,60.7099743473668,18.1001961671948,7.5524370001509,13.6373924852875,16,"Virginia",49900,88200,52,18
"University of Georgia","Georgia",69.7985623774753,7.96942921271699,4.65096457084411,8.12285137937892,57.6071824303208,207,"USA",77,"348","319","196","194",78.5,42.3928175696792,26,1140,54,13,30943,"GA",TRUE,30392,90.5418075404154,77.0898707167064,8.80193297351575,5.13681435923183,8.971381950546,3,"Georgia",54400,100700,45,14
"University of California, Santa Cruz","California",35.8446210679503,1.89745886040524,29.8164110601142,19.2320608977947,52.0597783499384,208,"USA",78,"264","-","151","205",78.5,47.9402216500616,23,1060,59,18,47616,"CA",TRUE,42042,86.7905518862644,41.3001418805624,2.18625048368374,34.3544434412485,22.1591641945054,NA,NA,NA,NA,NA,NA
"University of Kansas","Kansas",70.4083885209713,4.16850625459897,5.71743929359823,3.97718910963944,51.3245033112583,215,"USA",80,"370","289","146","231",78.4,48.6754966887417,23,NA,93,30,30962,"KS",TRUE,26592,84.2715231788079,83.5494433529797,4.94651822746125,6.78454485920105,4.719493560358,1,"Kansas",53000,98600,52,16
"Oregon Health & Science University","Oregon",73.1911918909472,1.2233484795526,5.27787486892695,9.96155190492835,65.047186298497,216,"USA",81,"-","-","212","177",78.3,34.952813701503,NA,NA,NA,NA,NA,NA,NA,NA,89.6539671443551,81.6374269005848,1.364522417154,5.8869395711501,11.1111111111111,1,"Oregon",65400,108300,79,10
"University of Illinois at Chicago","Illinois",40.0836640566341,7.84439915620866,19.4322285387393,18.6956988093961,53.6665594050556,220,"USA",82,"359","1056","-","160",78.2,46.3334405949444,21,990,74,31,39033,"IL",TRUE,27672,86.0559905609782,46.5785865636296,9.11545971997175,22.5809132078607,21.725040508538,7,"Illinois",56300,103800,48,31
"Wake Forest University","North Carolina",71.3148433487416,8.30765279917822,5.55983564458141,4.25012840267078,51.2583461736004,224,"USA",83,"-","68","-","284",78.2,48.7416538263996,28,1240,30,30,24241,"NC",TRUE,51400,89.4324601951721,79.7415649676956,9.28930366116296,6.21679827709978,4.75233309404164,2,"North-Carolina",60700,114800,44,13
"Yeshiva University","New York",64.461247637051,2.26843100189036,3.13484562066793,4.5526149968494,51.7170762444864,229,"USA",84,"142","-","204","206",78.1,48.2829237555136,23,1090,51,46,34756,"NY",TRUE,42000,74.4171392564587,86.6215071972904,3.04826418289585,4.2125317527519,6.11769686706181,15,"New-York",63500,112800,40,11
"University of Cincinnati","Ohio",70.5207713873078,7.12768668762212,2.78934103587914,3.24243196556509,53.5496842522584,231,"USA",85,"357","204","-","203",78,46.4503157477416,23,1030,76,28,35124,"OH",TRUE,26334,83.6802310763741,84.2741116751269,8.51776649746193,3.33333333333333,3.87478849407784,11,"Ohio",53600,97300,50,19
"Colorado State University","Colorado",72.0673598264974,2.24213816418958,9.12802194297378,2.6184856796581,51.4639280474581,233,"USA",86,"332","1190","157","235",78,48.5360719525419,22,1020,78,16,39497,"CO",TRUE,29140,86.0560056133189,83.7447187013564,2.60544066414647,10.6070713809206,3.04276925357646,6,"Colorado",53500,96100,51,28
"University of Houston","Texas",28.9754118394682,10.1994427335386,26.8709977024979,19.8416190057193,49.3327467370582,234,"USA",87,"-","118","106","340",78,50.6672532629418,23,1040,59,NA,NA,"TX",TRUE,27337,85.887471281224,33.7364826408651,11.8753557199772,31.2862834376779,23.1018782014798,9,"Texas",56000,103900,50,24
"University of Delaware","Delaware",70.5776014109347,5.4320987654321,6.44179894179894,4.48853615520282,56.2477954144621,247,"USA",88,"360","691","107","311",77.7,43.7522045855379,23,1090,65,NA,NA,"DE",TRUE,32250,86.9400352733686,81.1796328228015,6.24809818440004,7.40947357744193,5.16279541535653,1,"Delaware",58600,105400,43,22
"Oregon State University","Oregon",64.0621754483141,1.36744443675137,7.27341964965727,6.58104271965658,46.4584920030465,248,"USA",89,"328","522","169","262",77.7,53.5415079969535,22,990,77,34,36636,"OR",TRUE,29457,79.2840822543793,80.8008034232818,1.72474019736268,9.17387127761767,8.30058510173784,5,"Oregon",56200,104800,53,34
"University of Maryland, Baltimore","Maryland",54.8916507329509,15.2644996813257,5.16252390057361,14.993626513703,71.1918419375398,253,"USA",90,"-","-","-","209",77.6,28.8081580624602,NA,NA,NA,NA,NA,NA,NA,NA,90.3123008285532,60.7798165137615,16.9019054340155,5.71630204657728,16.6019760056457,8,"Maryland",57300,99600,76,4
"University of Connecticut","Connecticut",58.7769865491127,5.09777325647112,7.26423269658265,8.7411928714065,50.3334463659998,258,"USA",91,"431","380","-","225",77.5,49.6665536340002,26,1130,49,33,37427,"CT",TRUE,36948,79.880185373573,73.5814348379793,6.38177444460167,9.09391066459129,10.9428800528277,6,"Connecticut",59100,105200,48,24
"Florida State University","Florida",64.1973511861447,8.1914325910833,15.9947605879785,2.49599767137244,54.9289283461893,260,"USA",92,"-","619","-","219",77.5,45.0710716538107,25,1110,58,27,34036,"FL",TRUE,21673,90.8795420365789,70.6400469759248,9.01350557839107,17.5999572946138,2.7464901510703,8,"Florida",50800,92700,49,18
"Indiana University-Purdue University Indianapolis","Indiana",70.4626914304334,9.5959595959596,5.0733137829912,4.21635711958293,56.158357771261,264,"USA",93,"-","912","-","217",77.4,43.841642228739,19,890,74,NA,NA,"IN",TRUE,29806,89.3483219289671,78.8629152839065,10.7399438386638,5.67812990044127,4.71901097698844,14,"Indiana",50500,88200,55,15
"University at Buffalo","New York",47.7112852142024,5.75429238206368,4.78413068844807,11.0751791965328,47.0611768628105,269,"USA",94,"-","661","-","222",77.3,52.9388231371895,24,1070,59,28,37040,"NY",TRUE,26270,69.3248874812469,68.8227373280754,8.30047128979513,6.90102914302203,15.9757622391074,NA,NA,NA,NA,NA,NA
"Virginia Tech","Virginia",66.4072508326928,3.95208813733026,4.85523955931335,8.03228285933897,42.4064821931847,271,"USA",95,"339","296","-","242",77.3,57.5935178068153,NA,1100,71,NA,NA,"VA",TRUE,29371,83.2468613886754,79.7714769360982,4.74743200092333,5.83233947601277,9.64875158696572,4,"Virginia",62700,114000,48,42
"University of Tennessee","Tennessee",76.2258935035872,7.11182781544132,2.9059435266241,3.35680905680247,50.7305996182452,273,"USA",96,"472","333","-","241",77.2,49.2694003817548,25,1100,69,48,36399,"VT",TRUE,41356,89.6004739024551,85.073091897451,7.93726584882098,3.24322338940718,3.74641886432087,6,"Tennessee",51200,95100,52,21
"University of New Mexico","New Mexico",38.6510558827755,2.4493607240339,40.6119810372073,3.27539146674328,55.2183594311162,276,"USA",97,"-","-","-","233",77.2,44.7816405688838,19,950,47,NA,NA,"NM",TRUE,22412,84.98778911076,45.4783637592968,2.88201487491548,47.7856659905341,3.85395537525355,3,"New-Mexico",48400,94000,59,19
"Wayne State University","Michigan",54.4056856914932,17.6988904198999,3.56443541953731,7.45884400609181,55.8742475886576,279,"USA",98,"445","265","-","254",77.1,44.1257524113424,20,983,68,NA,NA,"MI",TRUE,28590,83.1278555370223,65.4482006543075,21.2911668484188,4.28789531079607,8.97273718647764,12,"Michigan",50800,91700,53,21
"University of South Florida","Florida",52.4726977919786,10.248462015356,17.6737088082407,6.3474653059278,55.753731699175,280,"USA",99,"-","729","-","237",77.1,44.246268300825,24,1070,47,25,23103,"FL",TRUE,17324,86.7423339215032,60.4926054208588,11.8148331409093,20.3749518940019,7.31760954423003,10,"Florida",49700,91300,49,25
"Washington State University","Washington",62.7483790002092,3.12347486578819,10.7264867879802,5.21857352018406,51.3421181063934,283,"USA",100,"269","786","141","310",77,48.6578818936066,20,930,72,37,30666,"WA",TRUE,25817,81.8169141741616,76.6936514699617,3.81763953983809,13.1103536429484,6.37835534725181,5,"Washington",55900,103700,50,20
"George Washington University","Washington",52.4343107015968,8.69480342013821,6.25854058485925,8.8002186389724,57.0140163198376,287,"USA",101,"327","170","-","286",77,42.9859836801624,27,1180,40,43,37996,"DC",TRUE,53518,76.1878733455667,68.8223839294865,11.4123193604592,8.2146151480988,11.5506815619555,NA,NA,NA,NA,NA,NA
"University of Kentucky","Kentucky",74.5711057083176,6.81094408108756,3.53045919939732,2.76341471766599,52.8027942334692,288,"USA",102,"313","513","-","250",77,47.1972057665308,22,980,91,NA,NA,"KY",TRUE,28046,87.6759237064685,85.0531167005155,7.76831745039837,4.02671457584752,3.15185127323856,1,"Kentucky",51700,96400,48,19
"Louisiana State University","Louisiana",71.4920757634326,11.2614353820384,5.25705450328566,3.49826053343641,51.4398917665249,289,"USA",103,"416","335","-","256",76.9,48.5601082334751,NA,NA,NA,NA,NA,NA,NA,NA,91.508826182193,78.1258800337933,12.3063925654745,5.74486060264714,3.82286679808505,NA,NA,NA,NA,NA,NA
"University of Nebraska at Lincoln","Nebraska",75.63784691674,2.49940014396545,4.59089818443574,2.25545868991442,47.7645365112373,298,"USA",104,"259","374","-","276",76.8,52.2354634887627,22,990,75,21,28968,"NE",TRUE,23256,84.9836039350556,89.0028704531552,2.94103806879676,5.40209872476589,2.6539927532822,NA,NA,NA,NA,NA,NA
"Northeastern University","Massachusetts",44.5903626628952,3.15183351853723,5.57126982523487,8.85442974037782,49.3181129407011,304,"USA",105,"362","157","-","306",76.7,50.6818870592989,31,1330,29,34,38521,"MA",TRUE,49497,62.1678957470452,71.7257068573286,5.06987325316867,8.96165095872603,14.2427689307767,16,"Massachusetts",62500,109700,46,40
"Southern Methodist University","Texas",60.4329311568488,5.93506032647268,10.3974449964514,5.9528034066714,47.9506742370476,315,"USA",106,"208","27","-","676",76.5,52.0493257629524,28,1220,49,24,47874,"TX",TRUE,52498,82.7182398864443,73.0587730587731,7.17503217503218,12.5697125697126,7.1964821964822,5,"Texas",59700,110400,46,22
"University of South Carolina at Columbia","South Carolina",73.8558126838737,10.4273452427891,3.97015559127718,2.67204513056929,55.1939583270146,332,"USA",107,"-","515","-","300",76.3,44.8060416729854,NA,NA,NA,NA,NA,NA,NA,NA,90.9253586485093,81.2268588011608,11.4680276193335,4.36638980619767,2.93872377330798,NA,NA,NA,NA,NA,NA
"Drexel University","Pennsylvania",55.233506582192,7.79619864183011,5.40232937516598,11.6961948480595,52.4792291058083,339,"USA",108,"-","260","205","362",76.2,47.5207708941917,25,1080,75,54,42176,"PA",TRUE,52002,80.1282294472476,68.9313952937834,9.72965295203825,6.74210501396714,14.5968467402112,9,"Pennsylvania",61700,114800,47,28
"Temple University","Pennsylvania",55.1260504201681,11.9140989729225,5.30078698145925,10.188075230092,51.9567827130852,348,"USA",109,"-","685","-","328",76,48.0432172869148,24,1050,52,37,35109,"PA",TRUE,27266,82.5290116046419,66.7959658650116,14.4362554952159,6.4229376777864,12.344840961986,NA,NA,NA,NA,NA,NA
"Medical University of South Carolina","South Carolina",73.9820565907522,8.2815734989648,3.55417529330573,5.86611456176674,63.216011042098,366,"USA",110,"-","-","-","342",75.8,36.783988957902,NA,NA,NA,NA,NA,NA,NA,NA,91.6839199447895,80.6925103500188,9.03274369589763,3.87655250282273,6.39819345126082,5,"South-Carolina",54800,92700,88,6
"University of Texas at Dallas","Texas",33.2279714223858,5.19159991340117,12.7993072093527,19.939380818359,43.2604459839792,373,"USA",111,"186","494","-","366",75.7,56.7395540160208,25,1140,68,28,37028,"TX",TRUE,33654,71.1582593634986,46.6958744067178,7.2958500669344,17.9870999148108,28.0211756115371,NA,NA,NA,NA,NA,NA
"University at Albany at SUNY","New York",53.2681062930585,12.3892780640306,11.7177097203728,7.14409772477277,51.4965553175476,374,"USA",112,"135","874","177","426",75.7,48.5034446824524,22,1010,54,NA,NA,"NY",TRUE,24358,84.5191918022347,63.0248647167614,14.6585382560449,13.8639632851565,8.45263374203713,NA,NA,NA,NA,NA,NA
"University of Oklahoma at Norman","Oklahoma",60.0234767616742,5.25292542459924,8.05546384945527,4.95946590367191,48.8720149664356,375,"USA",113,"-","362","-","374",75.7,51.1279850335644,NA,NA,NA,NA,NA,NA,NA,NA,78.2913319394006,76.666822845898,6.70945977603898,10.2890877571101,6.33462962095301,NA,NA,NA,NA,NA,NA
"University of Texas Health Science Center at San Antonio","Texas",43.1522084524944,4.67111534795043,27.5182713695583,13.0600571973308,62.3133142675564,380,"USA",114,"-","-","-","355",75.6,37.6866857324436,NA,NA,NA,NA,NA,NA,NA,NA,88.401652367334,48.8138030194105,5.28396836808052,31.1286843997124,14.7735442127965,NA,NA,NA,NA,NA,NA
"Thomas Jefferson University","Pennsylvania",64.1430948419301,6.26733222407099,3.6051026067665,15.1968940654465,67.4708818635607,383,"USA",115,"-","-","-","358",75.5,32.5291181364393,NA,NA,NA,NA,NA,NA,NA,NA,89.2124237382141,71.8992850481815,7.02517873795462,4.04103201740752,17.0345041964563,16,"Pennsylvania",63400,102500,83,7
"University of Oregon","Oregon",62.4128486055777,2.00033200531209,8.47443559096946,5.31208499335989,52.2783864541833,392,"USA",116,"379","-","-","372",75.4,47.7216135458167,22,980,78,7,42682,"OR",TRUE,34611,78.1997011952191,79.8121318261423,2.55797909037839,10.836915565462,6.7929735180173,7,"Oregon",51800,95800,46,13
"George Mason University","Virginia",48.5368673841501,9.34803877968514,10.1396424441875,14.827003468825,53.7312105309971,399,"USA",117,"-","1432","172","437",75.3,46.2687894690029,24,1060,81,39,38588,"VA",TRUE,34370,82.8515520768478,58.5829307568438,11.2828770799785,12.2383252818035,17.8958668813741,8,"Virginia",58900,105700,48,23
"Tulane University","Louisiana",64.7702927874316,8.22026501626597,5.5621677378402,4.49892882646989,56.0898198841546,407,"USA",118,"340","344","-","404",75.2,43.9101801158454,29,1250,26,31,35111,"LA",TRUE,52960,83.0516543680076,77.98796216681,9.89777395624343,6.69723894143499,5.41702493551161,NA,NA,NA,NA,NA,NA
"Texas Tech University","Texas",59.6308094885943,5.71989305421241,20.1234427441834,2.41765743216338,45.9411798168269,413,"USA",119,"-","432","-","399",75.2,54.0588201831731,22,1020,63,NA,NA,"TX",TRUE,23011,87.8918027191535,67.8457007863823,6.50788000388337,22.8956991683117,2.75072004142261,7,"Texas",56800,106500,54,22
"Kansas State University","Kansas",74.8970362593879,3.85205523701849,5.7296293305338,1.5383994185577,49.3256884438343,420,"USA",120,"413","425","-","405",75.1,50.6743115561657,22,950,94,22,34621,"KS",TRUE,24775,86.0171202454979,87.0722433460076,4.47824250105619,6.66103365723138,1.78848049570483,2,"Kansas",52500,97200,51,18
"Boston College","Massachusetts",57.9660543409932,4.01620451211846,8.64706293217853,7.9905008032409,54.536564922819,428,"USA",121,"-","134","-","468",75,45.463435077181,30,1260,31,35,30170,"MA",TRUE,53346,78.6198225885311,73.729566453447,5.10838663823738,10.998578535892,10.1634683724236,11,"Massachusetts",63600,115400,43,13
"University of Vermont","Vermont",80.343808338519,1.29122588674549,4.14592408214063,3.01804604853765,55.5693839452396,430,"USA",122,"-","440","-","414",75,44.4306160547604,NA,NA,NA,NA,NA,NA,NA,NA,88.7990043559428,90.4782761037141,1.45409950946041,4.66888577435179,3.39873861247372,2,"Vermont",53200,99400,50,22
"Colorado School of Mines","Colorado",70.6642066420664,0.872190540087219,6.99429721569943,3.87453874538745,28.3126467628313,433,"USA",123,"-","52","-","669",74.9,71.6873532371687,29,1250,40,21,47042,"CO",TRUE,37436,82.4052331432405,85.7520863016487,1.05841644616324,8.48768573173214,4.70181152045593,1,"Colorado",75600,139600,60,93
"Rensselaer Polytechnic Institute","New York",57.2494513533285,2.66276517922458,6.42282370153621,9.20263350402341,30.4023408924653,436,"USA",124,"291","143","-","479",74.9,69.5976591075348,28,1280,44,61,35125,"NY",TRUE,52305,75.5376737381127,75.7892698043773,3.52508231648267,8.50280844470269,12.1828394344373,6,"New-York",71300,134100,49,78
"University of Louisville","Kentucky",75.3350957747785,10.4215945457075,3.77069709197162,3.47386484856918,51.5653262835676,439,"USA",125,"-","775","-","411",74.8,48.4346737164324,22,1000,73,NA,NA,"KY",TRUE,26286,93.0012522610268,81.0043885896669,11.2058647516457,4.05445840813884,3.73528825054857,5,"Kentucky",49500,87600,50,18
"Medical College of Wisconsin","Wisconsin",61.4557485525227,2.72952853598015,5.54177005789909,7.85773366418528,47.8908188585608,440,"USA",126,"-","-","-","408",74.8,52.1091811414392,NA,NA,NA,NA,NA,NA,NA,NA,77.5847808105873,79.2110874200426,3.5181236673774,7.14285714285714,10.1279317697228,NA,NA,NA,NA,NA,NA
"City College of New York","New York",19.1860838307979,17.2154823801271,33.1150908273959,20.9127671865973,52.1984723024584,446,"USA",127,"24","418","-","751",74.8,47.8015276975416,NA,NA,NA,NA,NA,NA,NA,NA,90.4294242249182,21.2166382737081,19.0374787052811,36.6198182850653,23.1260647359455,NA,NA,NA,NA,NA,NA
"Lehigh University","Pennsylvania",60.5281640679871,3.35721309172637,6.67228543334738,6.72847310015452,44.6551481949712,449,"USA",128,"165","59","-","674",74.7,55.3448518050288,29,1230,26,38,25376,"PA",TRUE,50740,77.2861356932153,78.3169756452199,4.34387495456198,8.63322428207924,8.70592511813886,2,"Pennsylvania",69500,134100,45,52
"University of Central Florida","Florida",54.7879605707045,10.5320321885234,21.5709184261194,5.50134118847401,55.0989846462718,450,"USA",129,"-","1050","-","421",74.7,44.9010153537282,24,1080,50,NA,NA,"FL",TRUE,22467,92.3922523738213,59.2993017953833,11.3992590481619,23.3471074380165,5.9543317184383,16,"Florida",49700,88600,50,16
"Amherst College","Massachusetts",41.9084821428571,12.3883928571429,13.1138392857143,13.0580357142857,48.2700892857143,458,"USA",130,"18","61","-","-",74.6,51.7299107142857,NA,NA,NA,NA,NA,NA,NA,NA,80.46875,52.0804438280166,15.3952843273232,16.2968099861304,16.2274618585298,10,"Massachusetts",63800,116500,45,32
"Saint Louis University","Missouri",70.7541637344593,6.3980764719681,3.32512315270936,6.51536476659629,58.6676049730237,465,"USA",132,"367","342","220","487",74.5,41.3323950269763,24,1120,65,51,28328,"MO",TRUE,42166,86.992728125733,81.3334232169341,7.35472563030875,3.82230012134286,7.48955103141432,4,"Missouri",54200,95300,56,13
